age,income,risk_appetite,financial_goal,investment_knowledge,dependents,location_type,existing_investments,education_level,job_type,monthly_debt,recommended_strategy
59,73000.0,Medium,Short-term profit,Expert,3,Rural,Some,Bachelor's,Retired,2400.0,Mixed
67,86400.0,Medium,Retirement,Intermediate,2,Semi-urban,None,Bachelor's,Salaried,16400.0,Bonds
64,75700.0,Medium,Wealth-building,Intermediate,0,Rural,Diverse,Master's,Salaried,17300.0,Mixed
45,79700.0,Low,Retirement,Expert,3,Semi-urban,Some,Bachelor's,Salaried,15500.0,Bonds
50,10000.0,Low,Wealth-building,Intermediate,3,Rural,Diverse,Bachelor's,Salaried,1700.0,Mixed
57,50000.0,Low,Wealth-building,Beginner,1,Semi-urban,None,High School,Self-employed,7600.0,Stocks
22,66900.0,Medium,Short-term profit,Intermediate,2,Urban,Diverse,Bachelor's,Self-employed,16400.0,Mixed
62,57200.0,High,Short-term profit,Expert,3,Semi-urban,Some,Bachelor's,Self-employed,10000.0,Stocks
25,79400.0,Low,Retirement,Intermediate,0,Urban,Diverse,High School,Self-employed,9900.0,Bonds
56,88400.0,Medium,Retirement,Beginner,2,Semi-urban,Diverse,Bachelor's,Salaried,14200.0,Bonds
69,55800.0,Medium,Retirement,Expert,3,Semi-urban,Some,Doctorate,Student,1400.0,Bonds
33,66200.0,Low,Wealth-building,Expert,1,Semi-urban,Some,Bachelor's,Freelancer,17400.0,Crypto
25,63700.0,Low,Wealth-building,Beginner,3,Urban,Some,Master's,Student,1400.0,Crypto
25,54100.0,Medium,Wealth-building,Beginner,0,Urban,None,Bachelor's,Self-employed,8800.0,Mixed
55,107600.0,Medium,Short-term profit,Intermediate,2,Urban,Some,High School,Salaried,12600.0,Mixed
69,54200.0,High,Short-term profit,Intermediate,2,Rural,Some,Bachelor's,Student,3200.0,Mixed
57,29000.0,Medium,Retirement,Beginner,0,Urban,Some,Bachelor's,Student,2900.0,Bonds
51,87800.0,Low,Short-term profit,Expert,3,Urban,None,High School,Freelancer,25100.0,Crypto
44,36100.0,Low,Wealth-building,Expert,2,Urban,None,Bachelor's,Self-employed,9900.0,Crypto
65,53500.0,Medium,Wealth-building,Expert,2,Semi-urban,Diverse,Bachelor's,Salaried,9200.0,Mixed
68,115300.0,Low,Short-term profit,Intermediate,2,Semi-urban,Some,Master's,Freelancer,30300.0,Bonds
55,67100.0,Medium,Short-term profit,Intermediate,2,Rural,None,Bachelor's,Self-employed,13600.0,Mixed
34,88100.0,High,Wealth-building,Beginner,3,Semi-urban,Some,Bachelor's,Salaried,24100.0,Crypto
25,74400.0,Medium,Short-term profit,Beginner,1,Semi-urban,Diverse,Bachelor's,Salaried,8600.0,Mixed
43,93800.0,Low,Short-term profit,Beginner,3,Semi-urban,None,Bachelor's,Student,1900.0,Stocks
48,92700.0,High,Retirement,Beginner,2,Urban,None,High School,Self-employed,24700.0,Crypto
26,77300.0,Low,Retirement,Expert,3,Urban,Some,High School,Retired,3100.0,Bonds
41,64500.0,Medium,Retirement,Beginner,2,Semi-urban,None,Master's,Salaried,14400.0,Bonds
61,113700.0,Low,Short-term profit,Expert,1,Rural,None,Bachelor's,Salaried,14900.0,Mixed
36,77000.0,Medium,Short-term profit,Intermediate,2,Rural,Some,Bachelor's,Self-employed,23100.0,Mixed
50,78200.0,Low,Retirement,Beginner,3,Urban,Some,High School,Salaried,8700.0,Bonds
41,108900.0,Medium,Short-term profit,Intermediate,2,Semi-urban,None,Master's,Retired,3100.0,Mixed
51,82700.0,High,Short-term profit,Intermediate,1,Urban,Diverse,Bachelor's,Salaried,8900.0,Bonds
33,98100.0,Medium,Wealth-building,Beginner,3,Urban,Some,Master's,Self-employed,23400.0,Mixed
69,45400.0,Medium,Retirement,Intermediate,2,Urban,Some,Bachelor's,Salaried,6200.0,Bonds
58,72100.0,Medium,Wealth-building,Expert,1,Urban,Diverse,Bachelor's,Self-employed,13500.0,Mixed
43,77200.0,Medium,Short-term profit,Intermediate,1,Rural,None,Master's,Salaried,13200.0,Mixed
28,111900.0,High,Short-term profit,Intermediate,3,Semi-urban,Some,Bachelor's,Salaried,12000.0,Property
58,37700.0,Medium,Retirement,Beginner,0,Rural,Diverse,Bachelor's,Salaried,6100.0,Bonds
42,86400.0,Medium,Wealth-building,Beginner,1,Semi-urban,Some,Master's,Retired,4200.0,Mixed
37,39000.0,Medium,Short-term profit,Expert,2,Rural,Diverse,Bachelor's,Self-employed,5200.0,Mixed
23,49500.0,Medium,Retirement,Beginner,2,Semi-urban,None,Bachelor's,Salaried,7800.0,Bonds
23,100100.0,Medium,Wealth-building,Intermediate,0,Semi-urban,Some,Bachelor's,Salaried,21300.0,Mixed
29,105500.0,Medium,Retirement,Beginner,0,Semi-urban,Diverse,Bachelor's,Self-employed,20800.0,Bonds
65,54900.0,Medium,Retirement,Beginner,3,Rural,Some,Bachelor's,Freelancer,11200.0,Bonds
24,115400.0,Low,Retirement,Intermediate,3,Urban,Diverse,High School,Self-employed,21900.0,Bonds
41,95300.0,Medium,Retirement,Beginner,1,Urban,None,High School,Retired,0.0,Bonds
35,10000.0,Medium,Retirement,Beginner,2,Semi-urban,Some,Bachelor's,Student,700.0,Bonds
49,100000.0,High,Short-term profit,Expert,2,Rural,Some,Bachelor's,Retired,2000.0,Stocks
69,45000.0,High,Wealth-building,Intermediate,2,Rural,None,High School,Salaried,7900.0,Stocks
38,110600.0,Medium,Short-term profit,Intermediate,2,Rural,Diverse,Bachelor's,Salaried,32500.0,Mixed
44,46600.0,Low,Short-term profit,Expert,2,Semi-urban,None,Bachelor's,Salaried,6700.0,Stocks
32,97900.0,High,Short-term profit,Beginner,3,Urban,Diverse,Master's,Retired,2400.0,Crypto
25,80000.0,Medium,Short-term profit,Beginner,3,Rural,Some,Bachelor's,Salaried,9600.0,Mixed
44,36200.0,Medium,Retirement,Beginner,3,Urban,Diverse,High School,Salaried,5600.0,Bonds
48,126000.0,Low,Short-term profit,Intermediate,0,Semi-urban,Some,Master's,Salaried,23200.0,Stocks
22,39900.0,Medium,Short-term profit,Beginner,2,Urban,Some,Bachelor's,Salaried,11000.0,Mixed
69,89600.0,High,Wealth-building,Intermediate,3,Semi-urban,Diverse,Bachelor's,Salaried,14700.0,Mixed
67,40100.0,High,Retirement,Expert,1,Urban,Diverse,Bachelor's,Retired,1400.0,Stocks
25,108700.0,Medium,Wealth-building,Expert,1,Urban,None,High School,Freelancer,24900.0,Mixed
55,129700.0,High,Retirement,Beginner,1,Rural,Some,Master's,Salaried,25200.0,Mixed
43,24200.0,High,Retirement,Intermediate,2,Urban,Diverse,Master's,Salaried,7200.0,Mixed
45,80100.0,Medium,Wealth-building,Intermediate,2,Semi-urban,None,Bachelor's,Student,1300.0,Mixed
21,54000.0,Low,Short-term profit,Intermediate,2,Rural,Some,Bachelor's,Student,2700.0,Bonds
65,87600.0,Medium,Wealth-building,Intermediate,1,Semi-urban,None,Bachelor's,Salaried,17400.0,Mixed
26,73300.0,Low,Wealth-building,Intermediate,0,Semi-urban,Diverse,Master's,Self-employed,18100.0,Mixed
44,116700.0,Low,Short-term profit,Beginner,2,Rural,Some,Bachelor's,Self-employed,18600.0,Property
62,53300.0,Low,Retirement,Expert,0,Rural,None,Master's,Student,2600.0,Bonds
69,88500.0,Low,Short-term profit,Beginner,1,Urban,None,High School,Student,1700.0,Bonds
43,55100.0,Medium,Short-term profit,Intermediate,1,Semi-urban,Some,High School,Salaried,11500.0,Mixed
47,27500.0,Medium,Wealth-building,Expert,3,Urban,Diverse,Bachelor's,Salaried,4000.0,Mixed
50,57100.0,Low,Short-term profit,Intermediate,2,Semi-urban,Diverse,Doctorate,Salaried,10300.0,Property
58,109000.0,Low,Wealth-building,Intermediate,2,Rural,Some,Bachelor's,Salaried,23000.0,Crypto
31,89200.0,Low,Retirement,Beginner,0,Semi-urban,Some,Bachelor's,Salaried,17400.0,Bonds
69,10000.0,Medium,Retirement,Intermediate,0,Urban,None,High School,Salaried,2800.0,Bonds
35,95400.0,Medium,Wealth-building,Intermediate,2,Semi-urban,Diverse,Bachelor's,Student,3800.0,Mixed
48,34800.0,Low,Wealth-building,Intermediate,3,Urban,None,High School,Salaried,4600.0,Property
32,57400.0,High,Wealth-building,Intermediate,0,Semi-urban,Some,Master's,Salaried,6800.0,Crypto
32,93200.0,Medium,Short-term profit,Intermediate,0,Semi-urban,Some,Bachelor's,Self-employed,18500.0,Mixed
51,95400.0,Medium,Short-term profit,Beginner,0,Rural,None,Master's,Salaried,14900.0,Mixed
48,77300.0,Medium,Short-term profit,Intermediate,1,Urban,Some,Bachelor's,Salaried,22500.0,Mixed
21,51300.0,Low,Wealth-building,Beginner,1,Rural,None,Bachelor's,Salaried,13100.0,Property
59,64100.0,High,Short-term profit,Expert,2,Semi-urban,Some,Bachelor's,Salaried,14300.0,Crypto
47,80200.0,Medium,Short-term profit,Beginner,2,Urban,Diverse,Bachelor's,Freelancer,9100.0,Mixed
35,69400.0,Medium,Wealth-building,Intermediate,0,Urban,None,Doctorate,Student,1600.0,Mixed
65,52200.0,Medium,Short-term profit,Beginner,2,Urban,None,High School,Retired,3200.0,Mixed
37,55800.0,High,Wealth-building,Beginner,1,Semi-urban,Some,Bachelor's,Self-employed,8000.0,Crypto
66,100100.0,Low,Wealth-building,Beginner,1,Rural,Diverse,Master's,Salaried,23400.0,Bonds
39,61700.0,Medium,Retirement,Beginner,3,Rural,Diverse,Master's,Retired,3700.0,Bonds
42,93200.0,Medium,Short-term profit,Beginner,3,Rural,None,Bachelor's,Freelancer,24300.0,Mixed
29,63700.0,Medium,Short-term profit,Intermediate,2,Rural,None,Master's,Salaried,17800.0,Mixed
34,31800.0,Medium,Short-term profit,Intermediate,1,Semi-urban,Some,High School,Student,1800.0,Mixed
58,55100.0,Low,Retirement,Beginner,1,Semi-urban,None,Bachelor's,Salaried,11100.0,Bonds
47,31300.0,Low,Short-term profit,Beginner,1,Urban,Diverse,Bachelor's,Salaried,4200.0,Stocks
40,21100.0,High,Short-term profit,Beginner,0,Semi-urban,None,Master's,Self-employed,3000.0,Stocks
56,111300.0,Medium,Wealth-building,Beginner,3,Rural,None,Bachelor's,Retired,0.0,Mixed
41,122600.0,Medium,Wealth-building,Beginner,2,Semi-urban,None,High School,Self-employed,14800.0,Mixed
50,69200.0,High,Wealth-building,Expert,1,Urban,Some,Master's,Salaried,13000.0,Stocks
64,37800.0,Medium,Short-term profit,Intermediate,0,Rural,Some,Master's,Salaried,6000.0,Mixed
45,96200.0,Low,Short-term profit,Beginner,3,Semi-urban,Diverse,Doctorate,Self-employed,27000.0,Stocks
62,90400.0,Medium,Wealth-building,Intermediate,2,Rural,Diverse,High School,Salaried,20600.0,Mixed
33,88700.0,Low,Short-term profit,Expert,1,Semi-urban,None,Bachelor's,Salaried,23100.0,Mixed
58,91700.0,High,Short-term profit,Intermediate,2,Rural,None,Bachelor's,Self-employed,25200.0,Bonds
51,99500.0,Medium,Retirement,Intermediate,3,Semi-urban,Some,Doctorate,Salaried,17200.0,Bonds
66,91400.0,Medium,Retirement,Intermediate,0,Urban,Diverse,Bachelor's,Salaried,11000.0,Bonds
21,95200.0,Low,Short-term profit,Intermediate,3,Rural,Some,High School,Salaried,25500.0,Mixed
63,91800.0,Low,Retirement,Expert,2,Urban,Diverse,Bachelor's,Student,0.0,Bonds
29,66100.0,Medium,Wealth-building,Beginner,1,Rural,Some,Master's,Salaried,12600.0,Mixed
53,89400.0,Medium,Wealth-building,Beginner,2,Rural,Diverse,Bachelor's,Self-employed,25900.0,Mixed
40,48800.0,High,Short-term profit,Intermediate,0,Rural,None,Bachelor's,Salaried,12700.0,Crypto
34,34500.0,Medium,Retirement,Intermediate,0,Urban,None,Bachelor's,Salaried,5200.0,Bonds
55,62800.0,High,Short-term profit,Expert,3,Urban,None,Bachelor's,Salaried,14100.0,Stocks
61,66300.0,High,Wealth-building,Intermediate,0,Urban,Diverse,High School,Student,3200.0,Bonds
48,143700.0,High,Retirement,Expert,2,Urban,Diverse,Bachelor's,Salaried,20300.0,Stocks
44,106600.0,High,Retirement,Expert,3,Rural,Diverse,High School,Retired,700.0,Stocks
61,86900.0,Medium,Retirement,Beginner,3,Urban,None,Master's,Self-employed,17900.0,Bonds
36,58300.0,Medium,Retirement,Beginner,3,Rural,None,Master's,Freelancer,8500.0,Bonds
50,10000.0,Medium,Retirement,Intermediate,0,Rural,Diverse,High School,Salaried,2000.0,Bonds
68,70400.0,Low,Short-term profit,Intermediate,2,Rural,None,Master's,Salaried,18500.0,Bonds
68,112600.0,Medium,Retirement,Beginner,0,Urban,None,Bachelor's,Salaried,28100.0,Bonds
41,105400.0,Low,Wealth-building,Expert,1,Semi-urban,Some,Bachelor's,Salaried,20900.0,Stocks
40,62600.0,High,Retirement,Beginner,3,Urban,Some,Bachelor's,Salaried,11400.0,Stocks
38,83600.0,High,Short-term profit,Expert,0,Urban,Some,Bachelor's,Self-employed,21400.0,Crypto
29,68900.0,Medium,Retirement,Beginner,0,Semi-urban,Some,Bachelor's,Salaried,14800.0,Bonds
21,38500.0,Medium,Retirement,Intermediate,3,Semi-urban,Some,Bachelor's,Salaried,7000.0,Bonds
47,123600.0,Low,Wealth-building,Beginner,2,Rural,Some,Bachelor's,Student,900.0,Mixed
23,125000.0,Low,Wealth-building,Expert,1,Semi-urban,Diverse,Master's,Freelancer,15600.0,Crypto
46,91700.0,Low,Short-term profit,Beginner,2,Rural,None,Master's,Retired,3400.0,Stocks
68,42500.0,Low,Short-term profit,Intermediate,2,Semi-urban,Diverse,Bachelor's,Self-employed,5100.0,Mixed
46,60400.0,Low,Retirement,Expert,1,Urban,Some,High School,Student,2500.0,Bonds
67,75000.0,Medium,Short-term profit,Beginner,0,Semi-urban,None,Bachelor's,Salaried,18000.0,Mixed
62,10000.0,High,Retirement,Intermediate,0,Rural,None,Master's,Salaried,1200.0,Mixed
43,28400.0,High,Retirement,Intermediate,3,Semi-urban,Diverse,Bachelor's,Retired,1200.0,Property
61,97100.0,High,Retirement,Beginner,0,Urban,None,Bachelor's,Student,2300.0,Property
20,74400.0,Medium,Wealth-building,Beginner,1,Urban,Some,Bachelor's,Salaried,11300.0,Mixed
44,61800.0,High,Retirement,Beginner,3,Semi-urban,None,Bachelor's,Salaried,13700.0,Stocks
60,87300.0,Low,Short-term profit,Expert,0,Rural,None,High School,Salaried,17600.0,Mixed
33,81600.0,Medium,Retirement,Intermediate,1,Semi-urban,Diverse,High School,Salaried,13400.0,Bonds
35,56700.0,Medium,Short-term profit,Intermediate,3,Urban,Some,Master's,Self-employed,8300.0,Mixed
41,87300.0,Low,Retirement,Beginner,2,Rural,Diverse,Bachelor's,Self-employed,12200.0,Bonds
49,54400.0,High,Retirement,Expert,1,Urban,Diverse,Master's,Self-employed,6900.0,Stocks
45,21900.0,Low,Short-term profit,Expert,0,Rural,None,Master's,Student,1400.0,Crypto
63,133000.0,Medium,Retirement,Intermediate,2,Semi-urban,Diverse,Bachelor's,Salaried,18300.0,Bonds
27,10000.0,Medium,Wealth-building,Intermediate,1,Rural,Some,Doctorate,Salaried,1200.0,Mixed
30,88700.0,Medium,Short-term profit,Intermediate,3,Semi-urban,None,Bachelor's,Self-employed,11700.0,Mixed
25,46500.0,Medium,Wealth-building,Beginner,0,Semi-urban,Some,High School,Salaried,5000.0,Mixed
40,119900.0,Low,Wealth-building,Beginner,3,Rural,Diverse,Bachelor's,Salaried,35100.0,Property
39,50400.0,Low,Short-term profit,Beginner,3,Urban,Diverse,Bachelor's,Freelancer,9600.0,Stocks
27,75200.0,Medium,Short-term profit,Expert,2,Semi-urban,None,Bachelor's,Salaried,11900.0,Mixed
51,66400.0,Medium,Wealth-building,Beginner,3,Semi-urban,Diverse,Bachelor's,Salaried,18000.0,Mixed
53,74000.0,Low,Retirement,Beginner,0,Urban,Diverse,Bachelor's,Salaried,15700.0,Bonds
46,35300.0,Low,Short-term profit,Intermediate,0,Urban,None,Master's,Salaried,4700.0,Stocks
57,34800.0,Medium,Wealth-building,Intermediate,2,Urban,Some,Master's,Salaried,6800.0,Mixed
54,90300.0,Medium,Retirement,Beginner,2,Rural,None,High School,Retired,2400.0,Bonds
23,20900.0,Low,Short-term profit,Beginner,1,Urban,Some,High School,Salaried,2700.0,Mixed
25,71700.0,High,Retirement,Beginner,1,Semi-urban,Diverse,Master's,Student,3200.0,Bonds
61,49700.0,High,Short-term profit,Beginner,1,Rural,Some,Master's,Salaried,6600.0,Bonds
23,73200.0,Medium,Short-term profit,Intermediate,2,Urban,Some,Bachelor's,Salaried,17300.0,Mixed
29,77500.0,High,Wealth-building,Intermediate,0,Urban,Some,High School,Student,2400.0,Crypto
21,78300.0,Medium,Retirement,Intermediate,2,Semi-urban,Some,Bachelor's,Salaried,14100.0,Bonds
66,87600.0,Low,Wealth-building,Beginner,2,Semi-urban,None,Doctorate,Salaried,10700.0,Stocks
61,51500.0,Medium,Wealth-building,Expert,1,Rural,Diverse,Bachelor's,Salaried,14900.0,Mixed
39,78400.0,Low,Retirement,Expert,2,Rural,Some,Bachelor's,Salaried,9000.0,Bonds
21,10000.0,High,Retirement,Intermediate,3,Rural,Diverse,Bachelor's,Self-employed,1300.0,Bonds
25,14000.0,High,Wealth-building,Beginner,2,Rural,Diverse,Bachelor's,Salaried,3500.0,Property
62,89900.0,Medium,Wealth-building,Intermediate,1,Semi-urban,Some,High School,Salaried,16000.0,Mixed
23,31400.0,High,Short-term profit,Beginner,2,Urban,Some,Doctorate,Student,1100.0,Property
57,10000.0,Medium,Short-term profit,Beginner,3,Urban,None,Master's,Freelancer,1300.0,Mixed
26,91500.0,High,Retirement,Intermediate,0,Semi-urban,Some,Master's,Retired,2200.0,Crypto
50,90000.0,Medium,Retirement,Intermediate,2,Urban,None,Master's,Student,2700.0,Bonds
59,69100.0,Medium,Short-term profit,Beginner,3,Urban,Diverse,Bachelor's,Salaried,9600.0,Mixed
28,16300.0,Medium,Retirement,Expert,3,Semi-urban,Some,Bachelor's,Salaried,3600.0,Bonds
45,100100.0,High,Retirement,Beginner,2,Semi-urban,Some,Bachelor's,Freelancer,17200.0,Property
52,124300.0,Low,Short-term profit,Beginner,0,Rural,Some,Bachelor's,Salaried,24900.0,Crypto
59,28900.0,High,Retirement,Beginner,0,Rural,Some,Bachelor's,Salaried,4700.0,Stocks
64,10000.0,Medium,Wealth-building,Intermediate,0,Semi-urban,Some,Bachelor's,Student,2000.0,Mixed
57,61200.0,Medium,Wealth-building,Intermediate,0,Semi-urban,None,High School,Salaried,12000.0,Mixed
22,54300.0,Low,Short-term profit,Beginner,2,Semi-urban,Some,Bachelor's,Self-employed,15600.0,Crypto
52,78300.0,High,Retirement,Intermediate,0,Rural,Diverse,Bachelor's,Self-employed,12100.0,Property
38,53100.0,Low,Retirement,Beginner,3,Rural,Diverse,High School,Self-employed,11000.0,Bonds
39,34900.0,Medium,Short-term profit,Intermediate,1,Rural,None,Bachelor's,Student,1500.0,Mixed
48,76200.0,Medium,Wealth-building,Intermediate,2,Semi-urban,None,High School,Salaried,8600.0,Mixed
69,14300.0,Medium,Short-term profit,Intermediate,3,Rural,Diverse,High School,Freelancer,4100.0,Mixed
54,109300.0,Medium,Retirement,Intermediate,2,Urban,Some,Doctorate,Self-employed,13200.0,Bonds
22,58800.0,Medium,Short-term profit,Intermediate,2,Rural,None,Master's,Freelancer,13200.0,Mixed
58,60600.0,Medium,Short-term profit,Expert,3,Urban,Some,High School,Self-employed,7800.0,Mixed
20,65700.0,Low,Retirement,Beginner,2,Urban,Diverse,Bachelor's,Salaried,10200.0,Bonds
49,105100.0,Medium,Retirement,Intermediate,2,Urban,Some,Master's,Salaried,23400.0,Bonds
25,84400.0,High,Retirement,Beginner,2,Rural,Some,Master's,Salaried,20300.0,Stocks
22,29700.0,Medium,Retirement,Beginner,0,Semi-urban,Some,Bachelor's,Salaried,4600.0,Bonds
60,38000.0,Medium,Retirement,Expert,3,Urban,None,High School,Self-employed,7700.0,Bonds
44,73700.0,High,Short-term profit,Intermediate,0,Semi-urban,Diverse,High School,Salaried,15700.0,Crypto
65,67100.0,Medium,Retirement,Beginner,0,Rural,Some,Bachelor's,Self-employed,19300.0,Bonds
48,75600.0,Low,Short-term profit,Intermediate,0,Urban,None,Bachelor's,Self-employed,8400.0,Crypto
59,40300.0,High,Retirement,Beginner,3,Rural,Some,Bachelor's,Self-employed,8500.0,Mixed
28,33100.0,Low,Short-term profit,Expert,1,Semi-urban,Some,Master's,Salaried,9200.0,Bonds
34,94300.0,High,Retirement,Beginner,0,Semi-urban,Some,Bachelor's,Retired,2000.0,Property
48,115300.0,Low,Short-term profit,Beginner,0,Urban,None,Bachelor's,Self-employed,27100.0,Crypto
62,92500.0,Medium,Short-term profit,Intermediate,2,Urban,None,Bachelor's,Self-employed,16400.0,Mixed
49,40400.0,Medium,Wealth-building,Intermediate,1,Urban,Diverse,Bachelor's,Salaried,11500.0,Mixed
30,73000.0,Low,Retirement,Beginner,3,Semi-urban,None,Bachelor's,Salaried,15800.0,Bonds
53,70800.0,High,Short-term profit,Intermediate,2,Urban,None,Bachelor's,Salaried,8900.0,Bonds
24,59400.0,Medium,Wealth-building,Beginner,2,Semi-urban,Some,Bachelor's,Salaried,12500.0,Mixed
30,45500.0,Medium,Retirement,Expert,3,Rural,None,Bachelor's,Self-employed,11400.0,Bonds
58,68100.0,Low,Short-term profit,Intermediate,2,Rural,Diverse,Bachelor's,Salaried,14200.0,Mixed
27,80900.0,High,Wealth-building,Beginner,0,Semi-urban,Some,Master's,Self-employed,9100.0,Crypto
50,43800.0,Medium,Retirement,Expert,3,Urban,Diverse,Master's,Retired,2900.0,Bonds
46,68600.0,Low,Short-term profit,Expert,3,Semi-urban,Diverse,High School,Salaried,8400.0,Property
32,56500.0,Low,Retirement,Intermediate,2,Rural,Some,Bachelor's,Salaried,13700.0,Bonds
33,34700.0,Low,Short-term profit,Beginner,3,Rural,None,High School,Retired,300.0,Stocks
41,58200.0,Low,Retirement,Expert,3,Semi-urban,None,Bachelor's,Self-employed,12200.0,Bonds
32,48600.0,Low,Short-term profit,Intermediate,1,Rural,None,Bachelor's,Salaried,7100.0,Bonds
47,65500.0,Medium,Wealth-building,Beginner,2,Urban,None,Doctorate,Salaried,13800.0,Mixed
55,33800.0,Medium,Retirement,Intermediate,1,Semi-urban,None,High School,Salaried,7300.0,Bonds
68,68200.0,High,Wealth-building,Beginner,1,Urban,None,Master's,Student,0.0,Stocks
21,91300.0,Medium,Short-term profit,Expert,2,Rural,Some,High School,Salaried,12300.0,Mixed
28,10000.0,High,Retirement,Beginner,3,Rural,Diverse,Bachelor's,Self-employed,2700.0,Crypto
40,100300.0,Medium,Short-term profit,Beginner,3,Urban,None,High School,Salaried,12100.0,Mixed
33,68100.0,Medium,Retirement,Beginner,1,Urban,Some,Master's,Salaried,20000.0,Bonds
51,90400.0,High,Short-term profit,Intermediate,1,Semi-urban,None,Bachelor's,Salaried,15900.0,Mixed
50,97600.0,Low,Short-term profit,Beginner,2,Rural,None,Master's,Salaried,28400.0,Mixed
59,98900.0,Low,Retirement,Beginner,3,Semi-urban,Diverse,Master's,Self-employed,23500.0,Bonds
61,70900.0,Low,Retirement,Expert,2,Urban,None,Master's,Self-employed,18700.0,Bonds
23,10000.0,Medium,Wealth-building,Beginner,1,Rural,None,Bachelor's,Salaried,2900.0,Mixed
27,39500.0,Medium,Retirement,Beginner,3,Semi-urban,Some,Bachelor's,Salaried,9000.0,Bonds
34,82600.0,High,Retirement,Beginner,1,Rural,Diverse,High School,Salaried,10000.0,Mixed
32,106600.0,High,Wealth-building,Beginner,3,Rural,Some,High School,Salaried,22000.0,Property
63,68700.0,Medium,Short-term profit,Intermediate,2,Urban,None,Bachelor's,Salaried,11600.0,Mixed
39,129200.0,Low,Wealth-building,Beginner,3,Rural,None,Master's,Self-employed,31800.0,Crypto
42,41100.0,Medium,Wealth-building,Expert,1,Urban,None,Bachelor's,Self-employed,6800.0,Mixed
67,31500.0,Medium,Short-term profit,Beginner,3,Urban,Some,Doctorate,Retired,2500.0,Mixed
39,64100.0,Low,Retirement,Intermediate,3,Rural,Some,Bachelor's,Salaried,14600.0,Bonds
69,90800.0,Low,Retirement,Expert,2,Semi-urban,Diverse,Bachelor's,Self-employed,26700.0,Bonds
63,71200.0,Medium,Short-term profit,Expert,3,Semi-urban,Some,High School,Retired,400.0,Mixed
62,82300.0,Medium,Retirement,Beginner,3,Rural,Some,Bachelor's,Self-employed,18700.0,Bonds
24,24700.0,Medium,Wealth-building,Intermediate,1,Rural,None,Bachelor's,Salaried,3700.0,Mixed
47,88400.0,Medium,Short-term profit,Expert,2,Semi-urban,Diverse,Bachelor's,Self-employed,24900.0,Mixed
30,78500.0,Medium,Retirement,Beginner,1,Rural,Some,Master's,Self-employed,19700.0,Bonds
44,58400.0,Medium,Retirement,Intermediate,1,Semi-urban,Some,Doctorate,Salaried,11700.0,Bonds
35,13000.0,Medium,Wealth-building,Beginner,0,Urban,Some,Master's,Student,2000.0,Mixed
51,78200.0,High,Short-term profit,Intermediate,1,Urban,Some,Bachelor's,Salaried,8400.0,Crypto
59,43100.0,Low,Retirement,Intermediate,1,Rural,Some,Bachelor's,Student,3400.0,Bonds
65,10000.0,High,Short-term profit,Beginner,2,Urban,None,High School,Freelancer,1800.0,Mixed
46,62400.0,Low,Wealth-building,Beginner,3,Rural,None,High School,Salaried,16200.0,Crypto
44,130300.0,High,Short-term profit,Beginner,3,Rural,Some,Master's,Salaried,39000.0,Stocks
65,60600.0,Medium,Retirement,Beginner,2,Semi-urban,Diverse,Bachelor's,Salaried,8300.0,Bonds
68,28400.0,High,Short-term profit,Intermediate,0,Semi-urban,None,Bachelor's,Self-employed,3000.0,Stocks
31,117300.0,Medium,Retirement,Beginner,2,Semi-urban,Some,Bachelor's,Salaried,24500.0,Bonds
34,80100.0,Medium,Wealth-building,Beginner,0,Semi-urban,Diverse,Master's,Salaried,11200.0,Mixed
38,112300.0,Medium,Retirement,Intermediate,2,Urban,Diverse,Master's,Salaried,32300.0,Bonds
63,25600.0,Low,Wealth-building,Beginner,3,Urban,Diverse,Bachelor's,Self-employed,5600.0,Crypto
52,82600.0,High,Short-term profit,Intermediate,0,Rural,None,High School,Salaried,13600.0,Property
49,47200.0,High,Wealth-building,Intermediate,1,Urban,Some,Master's,Self-employed,7000.0,Crypto
62,65000.0,Medium,Wealth-building,Intermediate,1,Semi-urban,Some,Bachelor's,Salaried,15400.0,Mixed
57,71900.0,Medium,Short-term profit,Intermediate,0,Urban,Diverse,High School,Self-employed,13900.0,Mixed
25,96800.0,Low,Wealth-building,Intermediate,2,Rural,Diverse,High School,Salaried,10300.0,Crypto
59,69800.0,Medium,Retirement,Beginner,2,Rural,Some,Bachelor's,Salaried,18700.0,Bonds
59,83000.0,Medium,Retirement,Expert,2,Rural,Some,Master's,Salaried,22700.0,Bonds
56,30800.0,Low,Retirement,Expert,1,Urban,Diverse,Bachelor's,Retired,1600.0,Bonds
37,54400.0,Medium,Wealth-building,Intermediate,2,Urban,Some,Bachelor's,Self-employed,7100.0,Mixed
66,65500.0,Medium,Retirement,Beginner,3,Semi-urban,None,Bachelor's,Salaried,9300.0,Bonds
42,114900.0,Low,Wealth-building,Intermediate,3,Semi-urban,Some,Bachelor's,Salaried,33400.0,Bonds
24,86800.0,Medium,Wealth-building,Intermediate,2,Urban,None,High School,Retired,1600.0,Mixed
69,52400.0,Medium,Wealth-building,Intermediate,1,Rural,Some,High School,Salaried,11200.0,Mixed
41,111000.0,Medium,Wealth-building,Beginner,2,Urban,Some,High School,Student,0.0,Mixed
27,72900.0,Medium,Retirement,Intermediate,1,Rural,Some,Master's,Salaried,7900.0,Bonds
